stato0,stato1,profit1,profit2,profit3,price_chosen
0.0,1.0,-177154.0,-508700.0,300000.0,475.74734490803644
8.0,6.0,-1558170.0,-1170625.0,-289854.6991340653,573.7886178346938
0.0,7.0,323510.0,-1594411.0,300000.0,475.74734490803644
0.0,9.0,408806.0,-3657098.0,300000.0,523.0380261533994
8.0,0.0,-3076440.0,274020.0,300000.0,429.0224458086538
8.0,3.0,-1336049.0,-285242.0,300000.0,475.74734490803644
7.0,1.0,-1249640.0,252819.0,300000.0,429.0224458086538
6.0,3.0,-2000469.0,13215.0,300000.0,317.5037515805274
5.0,1.0,-1531430.0,58538.0,300000.0,429.0224458086538
7.0,9.0,-1696775.0,-1838050.0,300000.0,475.74734490803644
0.0,9.0,612870.0,-2682600.0,300000.0,317.5037515805274
7.0,8.0,-2436620.0,-2559264.0,300000.0,317.5037515805274
8.0,9.0,-2452455.0,-2134800.0,299999.9999999999,378.9995782104062
6.0,1.0,-715916.0,-314920.0,299999.9999999999,378.9995782104062
7.0,8.0,-945073.0,-2108996.0,300000.0,317.5037515805274
0.0,8.0,453524.0,-1567308.0,300000.0,523.0380261533994
7.0,4.0,-1053712.0,-451344.0,300000.0,317.5037515805274
6.0,8.0,-188236.0,-2675074.0,300000.0,317.5037515805274
0.0,0.0,300296.0,17988.0,300000.0,523.0380261533994
0.0,8.0,519369.0,-2634912.0,300000.0,523.0380261533994
5.0,5.0,-913378.0,-461975.0,300000.0,317.5037515805274
7.0,0.0,-693988.0,418544.0,300000.0,317.5037515805274
9.0,1.0,-1586689.0,-173034.0,300000.0,475.74734490803644
3.0,2.0,-355650.0,-375367.0,163560.15184425376,378.9995782104062
8.0,4.0,-2973767.0,-1340229.0,81370.1050678792,523.0380261533994
0.0,5.0,464256.0,-1422403.0,300000.0,429.0224458086538
8.0,0.0,-2782236.0,339087.0,300000.0,429.0224458086538
9.0,0.0,-1440333.0,611400.0,300000.0,317.5037515805274
8.0,6.0,-1968497.0,-1953403.0,-281247.86986654485,573.7886178346938
0.0,7.0,170079.0,-2200686.0,300000.0,86.80751886403931
5.0,3.0,-1644680.0,-189743.0,-892047.416431103,632.0505919571066
5.0,8.0,-764273.0,-2712707.0,300000.0,475.74734490803644
5.0,0.0,-841836.0,198550.0,287617.3536883594,317.5037515805274
1.0,8.0,347556.0,-1987821.0,300000.0,86.80751886403931
9.0,7.0,-3603259.0,-1458732.0,-103947.1869556245,573.7886178346938
7.0,1.0,-1758744.0,302716.0,300000.0,429.0224458086538
5.0,7.0,-1287533.0,-2243432.0,105419.33593261312,475.74734490803644
8.0,3.0,-2402205.0,-392817.0,300000.0,475.74734490803644
7.0,8.0,-867235.0,-2959932.0,300000.0,317.5037515805274
3.0,2.0,-405395.0,-239232.0,273849.029103482,378.9995782104062
0.0,1.0,-92838.0,314775.0,300000.0,475.74734490803644
0.0,2.0,205193.0,304299.0,300000.0,86.80751886403931
8.0,5.0,-1978206.0,-1144697.0,300000.0,86.80751886403931
0.0,0.0,-70728.0,293250.0,300000.0,523.0380261533994
7.0,7.0,-2775322.0,-2591336.0,-250837.07312130602,573.7886178346938
7.0,0.0,-1319631.0,366374.0,300000.0,317.5037515805274
4.0,9.0,-1748915.0,-3594264.0,35342.758766379906,523.0380261533994
9.0,7.0,-3632253.0,-2658372.0,-157883.31703208573,573.7886178346938
7.0,6.0,-1822167.0,-1120547.0,300000.0,86.80751886403931
8.0,4.0,-1435614.0,-1335837.0,-99078.01395504363,523.0380261533994
0.0,0.0,-164266.0,292774.0,300000.0,523.0380261533994
3.0,0.0,-1179894.0,24817.0,300000.0,475.74734490803644
8.0,7.0,-3510581.0,-913463.0,299999.9999999999,378.9995782104062
5.0,8.0,-1028270.0,-2138072.0,300000.0,475.74734490803644
3.0,8.0,-1080540.0,-3274059.0,300000.0,429.0224458086538
5.0,0.0,-781404.0,-71748.0,130135.4929044178,317.5037515805274
0.0,0.0,275215.0,303279.0,300000.0,523.0380261533994
7.0,8.0,-1697725.0,-2261067.0,300000.0,317.5037515805274
1.0,7.0,214631.0,-1535915.0,299999.9999999999,378.9995782104062
8.0,1.0,-3052631.0,-238027.0,-177392.13003846537,573.7886178346938
2.0,8.0,181804.0,-1938550.0,300000.0,475.74734490803644
3.0,2.0,-178612.0,-623452.0,213967.09574623767,378.9995782104062
9.0,5.0,-1799185.0,160602.0,300000.0,317.5037515805274
1.0,7.0,33594.0,-1595466.0,299999.9999999999,378.9995782104062
9.0,2.0,-3568912.0,-296100.0,300000.0,523.0380261533994
1.0,1.0,924.0,-223705.0,300000.0,429.0224458086538
8.0,4.0,-2906963.0,-1392316.0,110660.23453246942,523.0380261533994
9.0,5.0,-2533888.0,-35220.0,300000.0,317.5037515805274
1.0,0.0,-387730.0,181658.0,299999.9999999999,378.9995782104062
4.0,9.0,-1087094.0,-3494194.0,45280.48126329458,523.0380261533994
1.0,3.0,115050.0,-664215.0,300000.0,86.80751886403931
8.0,1.0,-1988483.0,283859.0,-142964.81296838378,573.7886178346938
9.0,8.0,-1773281.0,-3011809.0,-40830.438993808115,573.7886178346938
7.0,0.0,-2095733.0,450086.0,300000.0,317.5037515805274
0.0,1.0,209196.0,-477266.0,300000.0,475.74734490803644
7.0,0.0,-1438018.0,202138.0,299999.9999999999,378.9995782104062
0.0,3.0,-57910.0,-266865.0,280693.9899386107,429.0224458086538
0.0,6.0,512358.0,-900292.0,299999.9999999999,378.9995782104062
0.0,0.0,37518.0,222431.0,300000.0,523.0380261533994
8.0,1.0,-2486407.0,371348.0,-52306.21135050198,573.7886178346938
0.0,5.0,317015.0,-1035445.0,294422.7082044876,429.0224458086538
7.0,3.0,-2022110.0,-544523.0,300000.0,475.74734490803644
6.0,2.0,-1619781.0,-437648.0,248143.5394050239,475.74734490803644
2.0,6.0,-300804.0,-1643340.0,300000.0,523.0380261533994
8.0,5.0,-2045616.0,-819582.0,300000.0,86.80751886403931
6.0,8.0,-1942155.0,-1690211.0,300000.0,317.5037515805274
9.0,8.0,-1812636.0,-2356594.0,-26485.72354794084,573.7886178346938
9.0,8.0,-3575891.0,-2156571.0,-74110.17882822035,573.7886178346938
8.0,8.0,-2478897.0,-2260424.0,300000.0,317.5037515805274
9.0,2.0,-2147965.0,-181010.0,300000.0,523.0380261533994
0.0,9.0,480954.0,-1593732.0,299999.9999999999,378.9995782104062
8.0,9.0,-3428397.0,-3059825.0,299999.9999999999,378.9995782104062
3.0,9.0,68677.0,-2681924.0,300000.0,429.0224458086538
6.0,9.0,-2443182.0,-1996064.0,-64929.56094286521,573.7886178346938
8.0,0.0,-1836253.0,218731.0,300000.0,429.0224458086538
7.0,6.0,-2685302.0,-1172056.0,300000.0,86.80751886403931
3.0,5.0,-456576.0,-950503.0,300000.0,86.80751886403931
5.0,7.0,-1268226.0,-2368758.0,300000.0,475.74734490803644
0.0,6.0,254215.0,-1169465.0,299999.9999999999,378.9995782104062
5.0,2.0,-139581.0,-433284.0,253383.05188011995,378.9995782104062
9.0,8.0,-2819624.0,-1565745.0,-164194.99182826746,573.7886178346938
2.0,1.0,-872738.0,-4224.0,299999.9999999999,378.9995782104062
0.0,7.0,556000.0,-959214.0,300000.0,86.80751886403931
7.0,8.0,-1228339.0,-1975616.0,300000.0,317.5037515805274
7.0,3.0,-956782.0,-662439.0,274309.643374966,475.74734490803644
3.0,3.0,-996720.0,-1115208.0,300000.0,475.74734490803644
4.0,8.0,-864870.0,-2758639.0,300000.0,86.80751886403931
1.0,0.0,126696.0,107450.0,299999.9999999999,378.9995782104062
4.0,4.0,-221174.0,-1472284.0,300000.0,429.0224458086538
3.0,4.0,-206096.0,-1055265.0,300000.0,86.80751886403931
5.0,4.0,-917500.0,-1307985.0,299999.9999999999,378.9995782104062
5.0,8.0,-413404.0,-2247848.0,296669.76858564373,475.74734490803644
6.0,1.0,-1009426.0,-315565.0,299999.9999999999,378.9995782104062
9.0,9.0,-3829215.0,-2957587.0,300000.0,429.0224458086538
0.0,8.0,543375.0,-2414070.0,219452.1439723766,523.0380261533994
9.0,3.0,-1755951.0,-228870.0,300000.0,429.0224458086538
4.0,2.0,-422728.0,238261.0,-719048.5852744163,573.7886178346938
7.0,5.0,-1118644.0,-1152494.0,300000.0,86.80751886403931
8.0,7.0,-2177116.0,-2184368.0,299999.9999999999,378.9995782104062
5.0,2.0,-482139.0,-540844.0,299999.9999999999,378.9995782104062
0.0,6.0,-9062.0,-1140324.0,299999.9999999999,378.9995782104062
7.0,8.0,-1556853.0,-2651286.0,300000.0,317.5037515805274
8.0,8.0,-2312923.0,-3058926.0,300000.0,317.5037515805274
5.0,8.0,-1095579.0,-1447757.0,25493.781988062896,475.74734490803644
0.0,9.0,744800.0,-2579199.0,-110258.86175180622,573.7886178346938
7.0,9.0,-2294850.0,-2786056.0,300000.0,475.74734490803644
0.0,2.0,354270.0,-597285.0,-285838.17880922253,573.7886178346938
2.0,9.0,236096.0,-2434098.0,300000.0,86.80751886403931
6.0,8.0,-836385.0,-1568792.0,300000.0,317.5037515805274
6.0,0.0,-215898.0,415998.0,249804.37384038744,429.0224458086538
8.0,8.0,-2986805.0,-2958474.0,300000.0,317.5037515805274
9.0,0.0,-3417035.0,769684.0,300000.0,317.5037515805274
7.0,7.0,-1859584.0,-2787494.0,-323134.43896847754,573.7886178346938
1.0,3.0,-56425.0,-97004.0,300000.0,86.80751886403931
4.0,4.0,-988890.0,-1132873.0,121097.64009779133,429.0224458086538
5.0,9.0,-1453828.0,-2891708.0,-40159.35160924611,475.74734490803644
1.0,0.0,-159761.0,162906.0,299999.9999999999,378.9995782104062
5.0,2.0,-671992.0,-1302798.0,294315.00632684387,378.9995782104062
0.0,0.0,359800.0,95648.0,300000.0,523.0380261533994
9.0,0.0,-2997436.0,367479.0,300000.0,317.5037515805274
7.0,2.0,-2256024.0,-646725.0,300000.0,475.74734490803644
7.0,3.0,-2179728.0,-936494.0,161081.7752868533,475.74734490803644
6.0,3.0,-1015130.0,-50470.0,300000.0,317.5037515805274
7.0,2.0,-1163647.0,-1022238.0,-59664.99275047565,475.74734490803644
1.0,8.0,-32291.0,-1441111.0,300000.0,86.80751886403931
0.0,0.0,-27752.0,-98725.0,258679.9959338815,523.0380261533994
3.0,7.0,127465.0,-1412847.0,300000.0,86.80751886403931
9.0,5.0,-2768665.0,-783669.0,300000.0,317.5037515805274
0.0,9.0,411312.0,-2288266.0,-1113887.733973446,705.5328013839551
0.0,1.0,87390.0,-337680.0,300000.0,475.74734490803644
7.0,8.0,-456527.0,-1921410.0,300000.0,317.5037515805274
9.0,7.0,-1839952.0,-2632935.0,-116570.53654798772,573.7886178346938
5.0,3.0,-812509.0,-765402.0,-589946.1462616102,573.7886178346938
8.0,3.0,-3175830.0,-703812.0,300000.0,475.74734490803644
8.0,8.0,-2351287.0,-3141477.0,300000.0,317.5037515805274
0.0,8.0,236850.0,-1803648.0,300000.0,523.0380261533994
1.0,9.0,145712.0,-3765920.0,300000.0,86.80751886403931
4.0,9.0,-1410252.0,-3122377.0,79800.99098941893,523.0380261533994
9.0,6.0,-2503403.0,-1629526.0,300000.0,475.74734490803644
9.0,2.0,-2627350.0,-822642.0,300000.0,523.0380261533994
4.0,8.0,-402070.0,-3178388.0,300000.0,86.80751886403931
1.0,8.0,439208.0,-1579228.0,300000.0,86.80751886403931
7.0,8.0,-2674770.0,-1721732.0,300000.0,317.5037515805274
2.0,4.0,-344813.0,-831336.0,300000.0,475.74734490803644
9.0,9.0,-1681407.0,-3982315.0,300000.0,429.0224458086538
0.0,8.0,243552.0,-3382024.0,300000.0,523.0380261533994
7.0,8.0,-1328653.0,-1619693.0,300000.0,317.5037515805274
0.0,0.0,240330.0,-446957.0,300000.0,523.0380261533994
1.0,5.0,-131620.0,-59094.0,293332.42121680884,317.5037515805274
7.0,5.0,-2326321.0,-240929.0,300000.0,86.80751886403931
8.0,6.0,-1391338.0,-1137948.0,-361004.4877455672,573.7886178346938
7.0,4.0,-1807951.0,-323448.0,300000.0,317.5037515805274
9.0,0.0,-2346651.0,496264.0,300000.0,317.5037515805274
6.0,8.0,-1231079.0,-3377338.0,300000.0,317.5037515805274
9.0,1.0,-2693546.0,10221.0,300000.0,475.74734490803644
6.0,9.0,-1847850.0,-2592001.0,-257722.53653532243,573.7886178346938
9.0,3.0,-2398968.0,-531693.0,250662.4187320047,429.0224458086538
6.0,8.0,-1081537.0,-2906156.0,300000.0,317.5037515805274
7.0,2.0,-2128407.0,-316231.0,300000.0,475.74734490803644
9.0,0.0,-2739486.0,701592.0,-1840603.8523314528,817.3363315507647
8.0,8.0,-3146683.0,-3107082.0,300000.0,317.5037515805274
7.0,3.0,-2243118.0,-40686.0,300000.0,475.74734490803644
8.0,7.0,-2401549.0,-2425630.0,299999.9999999999,378.9995782104062
0.0,0.0,305911.0,250908.0,300000.0,523.0380261533994
7.0,6.0,-1679866.0,-1220415.0,300000.0,86.80751886403931
9.0,4.0,-1985303.0,-1153249.0,193432.59474059986,475.74734490803644
9.0,0.0,-3663026.0,745344.0,-1137875.8492205003,705.5328013839551
6.0,9.0,-1529225.0,-3575160.0,-92471.41459893063,573.7886178346938
0.0,4.0,83314.0,182917.0,299999.9999999999,378.9995782104062
1.0,7.0,257850.0,-2207056.0,299999.9999999999,378.9995782104062
7.0,6.0,-2328760.0,-343740.0,300000.0,86.80751886403931
8.0,4.0,-1948638.0,-476532.0,-160796.50104114483,523.0380261533994
3.0,1.0,-377345.0,247390.0,300000.0,317.5037515805274
3.0,5.0,-877890.0,-1095027.0,300000.0,86.80751886403931
3.0,7.0,-542864.0,-665140.0,300000.0,86.80751886403931
0.0,9.0,246092.0,-1422376.0,-2000801.7733154027,817.3363315507647
2.0,1.0,-585560.0,114650.0,186300.12653687806,378.9995782104062
1.0,9.0,170297.0,-2151876.0,300000.0,86.80751886403931
6.0,0.0,-1004266.0,359840.0,300000.0,429.0224458086538
4.0,4.0,-560027.0,-304026.0,-83975.0889987452,429.0224458086538
1.0,7.0,-57025.0,-1290161.0,299999.9999999999,378.9995782104062
0.0,6.0,298638.0,-421758.0,197291.1143049799,378.9995782104062
0.0,8.0,316179.0,-2220612.0,300000.0,523.0380261533994
6.0,9.0,-1868559.0,-1572782.0,-505025.43082207546,573.7886178346938
9.0,7.0,-3772944.0,-1553274.0,-391415.28449080605,573.7886178346938
6.0,2.0,-532692.0,-619330.0,-40635.09895415418,475.74734490803644
2.0,8.0,-468452.0,-1530699.0,300000.0,475.74734490803644
9.0,0.0,-2145882.0,452498.0,300000.0,86.80751886403931
3.0,0.0,-187767.0,504825.0,103992.0938978889,475.74734490803644
6.0,5.0,-2020416.0,-744960.0,300000.0,429.0224458086538
4.0,8.0,-72504.0,-1394018.0,300000.0,86.80751886403931
3.0,8.0,-962260.0,-2422800.0,300000.0,429.0224458086538
0.0,3.0,522272.0,-845631.0,300000.0,429.0224458086538
1.0,1.0,152982.0,-117546.0,300000.0,429.0224458086538
2.0,0.0,264690.0,58968.0,300000.0,86.80751886403931
2.0,8.0,18592.0,-2944145.0,300000.0,475.74734490803644
1.0,7.0,150892.0,-1243453.0,299999.9999999999,378.9995782104062
9.0,2.0,-2926015.0,-149215.0,300000.0,523.0380261533994
4.0,8.0,-540931.0,-2930455.0,300000.0,86.80751886403931
4.0,8.0,-689577.0,-3041398.0,300000.0,86.80751886403931
1.0,8.0,376792.0,-2266654.0,300000.0,86.80751886403931
2.0,1.0,-18920.0,-273662.0,8549.324356197612,378.9995782104062
8.0,0.0,-1567467.0,173740.0,300000.0,429.0224458086538
3.0,2.0,-764350.0,-733080.0,251109.0544108575,378.9995782104062
4.0,0.0,-1072356.0,149477.0,300000.0,429.0224458086538
1.0,9.0,200508.0,-2373687.0,300000.0,86.80751886403931
3.0,5.0,72515.0,-1340059.0,300000.0,86.80751886403931
0.0,0.0,203740.0,253402.0,300000.0,523.0380261533994
0.0,7.0,506910.0,-909381.0,300000.0,86.80751886403931
9.0,0.0,-1765510.0,541066.0,300000.0,317.5037515805274
8.0,2.0,-2778430.0,-92968.0,221059.8699712078,429.0224458086538
6.0,2.0,-807918.0,-188624.0,-9235.774190223776,475.74734490803644
8.0,8.0,-2693528.0,-2570490.0,300000.0,317.5037515805274
8.0,3.0,-2381102.0,-358602.0,300000.0,475.74734490803644
7.0,8.0,-1493868.0,-3376531.0,300000.0,317.5037515805274
0.0,0.0,431975.0,385330.0,300000.0,523.0380261533994
8.0,7.0,-2494380.0,-1339050.0,299999.9999999999,378.9995782104062
4.0,0.0,-820209.0,136400.0,163141.83978703944,429.0224458086538
9.0,5.0,-3632146.0,33529.0,300000.0,317.5037515805274
0.0,1.0,415970.0,-616894.0,222453.18277999014,475.74734490803644
9.0,7.0,-3160683.0,-1871640.0,-532567.2844781408,573.7886178346938
9.0,2.0,-3883644.0,-387018.0,34819.72074022656,523.0380261533994
3.0,3.0,-1220268.0,-910181.0,176781.43766881851,475.74734490803644
7.0,3.0,-1887175.0,-951978.0,207229.26774293277,475.74734490803644
9.0,6.0,-2347317.0,-1025088.0,300000.0,475.74734490803644
4.0,7.0,-397222.0,-2197971.0,300000.0,429.0224458086538
8.0,8.0,-3085045.0,-2011904.0,300000.0,317.5037515805274
5.0,6.0,-1953750.0,-1470107.0,277639.87478932226,475.74734490803644
2.0,9.0,-374347.0,-3638389.0,300000.0,86.80751886403931
2.0,5.0,-24595.0,-847845.0,-1025410.0913340525,632.0505919571066
7.0,1.0,-880213.0,-129584.0,300000.0,429.0224458086538
5.0,2.0,-254570.0,-936803.0,299621.0004217896,378.9995782104062
7.0,1.0,-1712508.0,125907.0,300000.0,429.0224458086538
9.0,3.0,-2825947.0,-151761.0,300000.0,429.0224458086538
0.0,1.0,-125982.0,-328993.0,300000.0,475.74734490803644
8.0,0.0,-2093169.0,248215.0,300000.0,429.0224458086538
6.0,0.0,-1441020.0,404629.0,300000.0,429.0224458086538
4.0,2.0,-742161.0,111805.0,-1537912.947605203,705.5328013839551
5.0,1.0,-640092.0,-164464.0,300000.0,429.0224458086538
1.0,1.0,-1125780.0,181936.0,300000.0,429.0224458086538
9.0,6.0,-2139360.0,-598710.0,287154.821687483,475.74734490803644
8.0,4.0,-2596257.0,-168730.0,-210485.11352571775,523.0380261533994
9.0,5.0,-3446533.0,46030.0,300000.0,317.5037515805274
3.0,0.0,-1192764.0,36717.0,266697.6858564373,475.74734490803644
4.0,0.0,-185511.0,285649.0,300000.0,429.0224458086538
7.0,4.0,-1705172.0,198990.0,300000.0,317.5037515805274
6.0,9.0,-1624435.0,-3625824.0,-581339.3169940897,573.7886178346938
7.0,7.0,-2168060.0,-1986733.0,-542321.6909813306,573.7886178346938
0.0,9.0,692324.0,-3452404.0,300000.0,86.80751886403931
2.0,4.0,-57660.0,-268150.0,144430.61821507197,475.74734490803644
9.0,5.0,-2665222.0,-287640.0,300000.0,317.5037515805274
8.0,0.0,-988356.0,383431.0,300000.0,429.0224458086538
3.0,9.0,-875587.0,-4040854.0,300000.0,429.0224458086538
1.0,4.0,79209.0,-58503.0,300000.0,429.0224458086538
9.0,4.0,-1657602.0,-356741.0,157751.54387249704,475.74734490803644
7.0,3.0,-1164512.0,-643528.0,47853.907198740635,475.74734490803644
3.0,0.0,-612450.0,299175.0,199617.31022440433,475.74734490803644
9.0,5.0,-2536876.0,-700886.0,300000.0,317.5037515805274
0.0,3.0,253990.0,-69556.0,293993.68575867894,429.0224458086538
2.0,4.0,-445668.0,-1035525.0,171072.46952992212,475.74734490803644
1.0,9.0,249466.0,-1780453.0,300000.0,86.80751886403931
8.0,8.0,-2924019.0,-2119981.0,300000.0,317.5037515805274
4.0,0.0,-979618.0,335580.0,300000.0,429.0224458086538
7.0,8.0,-917687.0,-1736741.0,300000.0,317.5037515805274
9.0,0.0,-2958969.0,809775.0,-1899452.0682031077,817.3363315507647
1.0,9.0,365040.0,-1662258.0,300000.0,86.80751886403931
6.0,2.0,-361590.0,57598.0,108749.56734696939,475.74734490803644
6.0,9.0,-990975.0,-1974366.0,-552076.0974845204,573.7886178346938
0.0,9.0,527085.0,-3741096.0,300000.0,523.0380261533994
6.0,5.0,-1380669.0,-1358767.0,251949.48606943083,429.0224458086538
4.0,1.0,-1067232.0,26685.0,300000.0,86.80751886403931
3.0,9.0,56842.0,-3643744.0,300000.0,429.0224458086538
8.0,1.0,-2374740.0,335975.0,-122308.42272633477,573.7886178346938
0.0,3.0,281057.0,-293484.0,300000.0,429.0224458086538
1.0,7.0,-541145.0,-1920794.0,299999.9999999999,378.9995782104062
0.0,0.0,285192.0,223524.0,300000.0,523.0380261533994
9.0,8.0,-2497028.0,-2658227.0,-25338.146312271478,573.7886178346938
0.0,7.0,573814.0,-1005376.0,300000.0,86.80751886403931
2.0,2.0,-851420.0,-140619.0,300000.0,86.80751886403931
1.0,2.0,-416228.0,42626.0,300000.0,475.74734490803644
2.0,9.0,129796.0,-3372705.0,300000.0,86.80751886403931
4.0,0.0,-312297.0,322802.0,272542.56346824626,429.0224458086538
2.0,7.0,15924.0,-1968688.0,300000.0,475.74734490803644
8.0,9.0,-3169944.0,-3885653.0,299999.9999999999,378.9995782104062
6.0,4.0,-986793.0,-795231.0,299999.9999999999,378.9995782104062
4.0,0.0,202979.0,342832.0,252807.5309610481,429.0224458086538
0.0,6.0,99943.0,-1041620.0,299999.9999999999,378.9995782104062
0.0,9.0,458520.0,-3082880.0,300000.0,317.5037515805274
0.0,3.0,214240.0,-553543.0,165286.95201608283,429.0224458086538
5.0,4.0,-605158.0,-1284115.0,299999.9999999999,378.9995782104062
7.0,2.0,-489589.0,-786110.0,-50150.045852314914,475.74734490803644
0.0,6.0,167550.0,-636384.0,299999.9999999999,378.9995782104062
5.0,1.0,-57246.0,86330.0,300000.0,429.0224458086538
0.0,0.0,356515.0,264231.0,300000.0,523.0380261533994
9.0,8.0,-3271635.0,-1680775.0,-82143.21947790612,573.7886178346938
0.0,0.0,348975.0,-236164.0,297384.80986923305,523.0380261533994
5.0,3.0,-1562884.0,-405822.0,-587077.2031724367,573.7886178346938
1.0,2.0,54398.0,-689463.0,300000.0,475.74734490803644
5.0,9.0,-695820.0,-3123338.0,135867.16600672738,475.74734490803644
3.0,2.0,-55170.0,-885756.0,299999.9999999999,378.9995782104062
8.0,5.0,-1832620.0,-35044.0,300000.0,86.80751886403931
4.0,1.0,-346776.0,-611309.0,300000.0,86.80751886403931
5.0,6.0,-808835.0,-1861444.0,215792.7199512776,475.74734490803644
7.0,0.0,-2284692.0,243924.0,299999.9999999999,378.9995782104062
8.0,6.0,-3266358.0,-2046631.0,-290428.4877519,573.7886178346938
7.0,1.0,-1476110.0,-562512.0,300000.0,429.0224458086538
9.0,8.0,-2805042.0,-1627927.0,-83290.79671357549,573.7886178346938
3.0,7.0,162326.0,-2358522.0,300000.0,86.80751886403931
9.0,9.0,-1675964.0,-1985881.0,300000.0,429.0224458086538
8.0,8.0,-3122282.0,-2364145.0,300000.0,317.5037515805274
8.0,1.0,-3613433.0,401767.0,-46568.325172155164,573.7886178346938
1.0,6.0,22150.0,-1674624.0,300000.0,429.0224458086538
5.0,6.0,-468964.0,-1061502.0,106846.5779673371,475.74734490803644
6.0,6.0,-1735552.0,-1956640.0,-24283.57621510746,523.0380261533994
3.0,2.0,-964163.0,-557926.0,299999.9999999999,378.9995782104062
4.0,6.0,-415734.0,-683812.0,300000.0,86.80751886403931
0.0,6.0,138485.0,-884571.0,299999.9999999999,378.9995782104062
1.0,3.0,-80664.0,301440.0,300000.0,86.80751886403931
7.0,4.0,-2358733.0,187802.0,300000.0,317.5037515805274
0.0,8.0,471300.0,-1219974.0,35342.758766379906,523.0380261533994
0.0,1.0,371330.0,-453508.0,295718.2738958276,475.74734490803644
8.0,8.0,-2415069.0,-1791095.0,300000.0,317.5037515805274
5.0,8.0,-691941.0,-3470421.0,246240.55002539186,475.74734490803644
7.0,1.0,-1845107.0,275879.0,300000.0,429.0224458086538
8.0,8.0,-3505716.0,-2213675.0,300000.0,317.5037515805274
3.0,9.0,-999711.0,-2075972.0,300000.0,429.0224458086538
5.0,7.0,-1649847.0,-2063451.0,100186.11513862456,475.74734490803644
9.0,7.0,-3720504.0,-2249348.0,-526255.6096819591,573.7886178346938
7.0,8.0,-1870956.0,-3154992.0,300000.0,317.5037515805274
0.0,0.0,263199.0,-299513.0,300000.0,523.0380261533994
2.0,9.0,-135252.0,-2480845.0,300000.0,86.80751886403931
8.0,0.0,-2953871.0,313461.0,300000.0,429.0224458086538
1.0,4.0,-128338.0,-840288.0,300000.0,429.0224458086538
4.0,7.0,-1546601.0,-1958586.0,300000.0,429.0224458086538
9.0,9.0,-3183874.0,-1978790.0,300000.0,429.0224458086538
7.0,0.0,-1730700.0,539658.0,299999.9999999999,378.9995782104062
1.0,6.0,-173003.0,-1090312.0,300000.0,429.0224458086538
6.0,8.0,-1713638.0,-2229702.0,300000.0,317.5037515805274
8.0,0.0,-2149764.0,342990.0,300000.0,429.0224458086538
1.0,5.0,-421002.0,-1013120.0,300000.0,317.5037515805274
1.0,8.0,379589.0,-2882104.0,300000.0,86.80751886403931
8.0,5.0,-2834716.0,-560190.0,300000.0,86.80751886403931
7.0,4.0,-2105229.0,-1005524.0,300000.0,317.5037515805274
1.0,9.0,188307.0,-2981075.0,-1089194.0859250077,705.5328013839551
9.0,2.0,-3537748.0,-400824.0,-213623.34168263804,523.0380261533994
7.0,3.0,-2626364.0,-777285.0,14075.845710270107,475.74734490803644
7.0,9.0,-833031.0,-3613612.0,300000.0,475.74734490803644
0.0,0.0,25297.0,217680.0,300000.0,523.0380261533994
8.0,7.0,-1973470.0,-1882236.0,299999.9999999999,378.9995782104062
7.0,8.0,-987610.0,-2086897.0,300000.0,317.5037515805274
8.0,1.0,-2136727.0,246325.0,-328298.5365289897,573.7886178346938
0.0,7.0,278160.0,-397266.0,299999.9999999999,378.9995782104062
7.0,9.0,-2289134.0,-2670300.0,300000.0,475.74734490803644
3.0,1.0,441019.0,-42237.0,300000.0,317.5037515805274
4.0,7.0,-635148.0,-1472688.0,300000.0,429.0224458086538
5.0,0.0,-31036.0,-78504.0,300000.0,317.5037515805274
8.0,3.0,-1641352.0,-336038.0,175354.19563409453,475.74734490803644
0.0,0.0,346920.0,68804.0,300000.0,523.0380261533994
0.0,9.0,334824.0,-3265104.0,299999.9999999999,378.9995782104062
2.0,7.0,-486973.0,-1558465.0,300000.0,475.74734490803644
8.0,0.0,-2769666.0,442800.0,300000.0,429.0224458086538
8.0,8.0,-1608760.0,-2244340.0,300000.0,317.5037515805274
8.0,8.0,-2044455.0,-1895740.0,300000.0,317.5037515805274
9.0,0.0,-2800485.0,419006.0,-1097660.4795416151,705.5328013839551
1.0,8.0,158831.0,-1689014.0,300000.0,86.80751886403931
5.0,9.0,-508182.0,-1964676.0,300000.0,475.74734490803644
6.0,0.0,-393800.0,213099.0,299999.9999999999,378.9995782104062
8.0,2.0,-3456695.0,-270104.0,300000.0,429.0224458086538
9.0,9.0,-3739241.0,-1620639.0,300000.0,429.0224458086538
9.0,8.0,-3164100.0,-2504418.0,-58617.88614668371,573.7886178346938
0.0,9.0,477875.0,-1879866.0,-24190.569076602114,573.7886178346938
6.0,6.0,-2422102.0,-1851148.0,82939.21914633946,523.0380261533994
7.0,8.0,-2220424.0,-2995191.0,300000.0,317.5037515805274
8.0,1.0,-1995404.0,487812.0,-61486.82923585712,573.7886178346938
4.0,8.0,-586300.0,-2973555.0,300000.0,86.80751886403931
1.0,3.0,149600.0,309376.0,-2046572.6078822454,817.3363315507647
8.0,2.0,-2701590.0,-491720.0,300000.0,429.0224458086538
1.0,9.0,-55044.0,-1856550.0,300000.0,429.0224458086538
0.0,3.0,147420.0,-405789.0,300000.0,429.0224458086538
0.0,1.0,295916.0,-48288.0,300000.0,475.74734490803644
